sd[1]	1	20001
sd[2]	20002	40002
sd[3]	40003	60003
sd[4]	60004	80004
sd[5]	80005	100005
sd[6]	100006	120006
sd[7]	120007	140007
sd[8]	140008	160008
sd[9]	160009	180009
sd[10]	180010	200010
sd[11]	200011	220011
sd[12]	220012	240012
sd[13]	240013	260013
sd[14]	260014	280014
sd[15]	280015	300015
sd[16]	300016	320016
sd[17]	320017	340017
sd[18]	340018	360018
sd[19]	360019	380019
sd[20]	380020	400020
sd[21]	400021	420021
sd[22]	420022	440022
sd[23]	440023	460023
sd[24]	460024	480024
sd[25]	480025	500025
sd[26]	500026	520026
sd[27]	520027	540027
sd[28]	540028	560028
sd[29]	560029	580029
sd[30]	580030	600030
sd[31]	600031	620031
sd[32]	620032	640032
sd[33]	640033	660033
sd[34]	660034	680034
sd[35]	680035	700035
sd[36]	700036	720036
sd[37]	720037	740037
sd[38]	740038	760038
sd[39]	760039	780039
sd[40]	780040	800040
sd[41]	800041	820041
sd[42]	820042	840042
sd[43]	840043	860043
sd[44]	860044	880044
sd[45]	880045	900045
sd[46]	900046	920046
sd[47]	920047	940047
sd[48]	940048	960048
sd[49]	960049	980049
sd[50]	980050	1000050
sd[51]	1000051	1020051
sd[52]	1020052	1040052
sd[53]	1040053	1060053
sd[54]	1060054	1080054
sd[55]	1080055	1100055
sd[56]	1100056	1120056
sd[57]	1120057	1140057
sd[58]	1140058	1160058
sd[59]	1160059	1180059
sd[60]	1180060	1200060
sd[61]	1200061	1220061
sd[62]	1220062	1240062
sd[63]	1240063	1260063
sd[64]	1260064	1280064
sd[65]	1280065	1300065
sd[66]	1300066	1320066
sd[67]	1320067	1340067
sd[68]	1340068	1360068
sd[69]	1360069	1380069
sd[70]	1380070	1400070
sd[71]	1400071	1420071
sd[72]	1420072	1440072
sd[73]	1440073	1460073
sd[74]	1460074	1480074
sd[75]	1480075	1500075
sd[76]	1500076	1520076
sd[77]	1520077	1540077
sd[78]	1540078	1560078
sd[79]	1560079	1580079
sd[80]	1580080	1600080
sd[81]	1600081	1620081
sd[82]	1620082	1640082
sd[83]	1640083	1660083
sd[84]	1660084	1680084
sd[85]	1680085	1700085
sd[86]	1700086	1720086
sd[87]	1720087	1740087
sd[88]	1740088	1760088
sd[89]	1760089	1780089
sd[90]	1780090	1800090
sd[91]	1800091	1820091
sd[92]	1820092	1840092
sd[93]	1840093	1860093
sd[94]	1860094	1880094
sd[95]	1880095	1900095
sd[96]	1900096	1920096
sd[97]	1920097	1940097
sd[98]	1940098	1960098
sd[99]	1960099	1980099
sd[100]	1980100	2000100
sd[101]	2000101	2020101
